bank_id,bank,date,npl_ratio,npl_pred,error
628,JPMorgan Chase Bank NA,2023-03-31,0.7963433287472967,0.9650459038172101,0.16870257506991337
628,JPMorgan Chase Bank NA,2023-06-30,0.7389424867054872,0.9696443068183254,0.23070182011283813
628,JPMorgan Chase Bank NA,2023-09-30,0.7514530636726757,0.9334043898382127,0.181951326165537
628,JPMorgan Chase Bank NA,2023-12-31,0.7252129754362854,1.0070704975478142,0.2818575221115288
628,JPMorgan Chase Bank NA,2024-03-31,0.7950540252742517,0.9951103505510155,0.20005632527676376
628,JPMorgan Chase Bank NA,2024-06-30,0.7893703114690953,1.0224666503590167,0.23309633888992143
628,JPMorgan Chase Bank NA,2024-09-30,0.8293916415318767,1.067913785322483,0.2385221437906062
628,JPMorgan Chase Bank NA,2024-12-31,0.8874186763744619,1.0386919151492897,0.1512732387748278
3510,Bank of America NA,2023-03-31,0.5470637901417883,0.7662246582489934,0.21916086810720514
3510,Bank of America NA,2023-06-30,0.5450516872669441,0.7477902291422541,0.20273854187531004
3510,Bank of America NA,2023-09-30,0.6165773202244696,0.7635916496161123,0.1470143293916426
3510,Bank of America NA,2023-12-31,0.6982383443677947,0.8927062562417148,0.1944679118739201
3510,Bank of America NA,2024-03-31,0.7720902802283592,0.982126250505844,0.21003597027748477
3510,Bank of America NA,2024-06-30,0.7519287982007486,1.0132510396517636,0.2613222414510149
3510,Bank of America NA,2024-09-30,0.7991078852012847,1.0450953659400959,0.24598748073881116
3510,Bank of America NA,2024-12-31,0.7877842266103793,1.0225986758272092,0.23481444921682992
3511,Wells Fargo Bank NA,2023-03-31,1.1032888398389955,1.321424736326805,0.2181358964878095
3511,Wells Fargo Bank NA,2023-06-30,1.1743279602850665,1.2929395037971458,0.11861154351207936
3511,Wells Fargo Bank NA,2023-09-30,1.3027837077112494,1.3773773189867107,0.07459361127546127
3511,Wells Fargo Bank NA,2023-12-31,1.3503701322495003,1.5599814858174244,0.20961135356792404
3511,Wells Fargo Bank NA,2024-03-31,1.36154656875633,1.617386168606216,0.25583959984988613
3511,Wells Fargo Bank NA,2024-06-30,1.383433883809443,1.5896232332612124,0.20618934945176925
3511,Wells Fargo Bank NA,2024-09-30,1.4174763802185562,1.6609751502859058,0.24349877006734966
